Schuljahr,Stufe,Schulgemeinde,Geschlecht,Nationalitaet,Anzahl
2014/2015,Primar Unterstufe,Wagenhausen-Kaltenbach PSG,männlich,Ausland,8
2014/2015,Primar Unterstufe,Wagenhausen-Kaltenbach PSG,männlich,Schweiz,21
2014/2015,Primar Unterstufe,Wagenhausen-Kaltenbach PSG,weiblich,Ausland,4
2014/2015,Primar Unterstufe,Wagenhausen-Kaltenbach PSG,weiblich,Schweiz,30
2014/2015,Primar Unterstufe,Wängi VSG,männlich,Ausland,12
2014/2015,Primar Unterstufe,Wängi VSG,männlich,Schweiz,54
2014/2015,Primar Unterstufe,Wängi VSG,weiblich,Ausland,13
2014/2015,Primar Unterstufe,Wängi VSG,weiblich,Schweiz,61
2014/2015,Primar Unterstufe,Warth-Weiningen PSG,männlich,Ausland,2
2014/2015,Primar Unterstufe,Warth-Weiningen PSG,männlich,Schweiz,14
2014/2015,Primar Unterstufe,Warth-Weiningen PSG,weiblich,Ausland,1
2014/2015,Primar Unterstufe,Warth-Weiningen PSG,weiblich,Schweiz,17
2014/2015,Primar Unterstufe,Weinfelden PSG,männlich,Ausland,43
2014/2015,Primar Unterstufe,Weinfelden PSG,männlich,Schweiz,117
2014/2015,Primar Unterstufe,Weinfelden PSG,weiblich,Ausland,36
2014/2015,Primar Unterstufe,Weinfelden PSG,weiblich,Schweiz,115
2014/2015,Primar Unterstufe,Wigoltingen VSG,männlich,Ausland,11
2014/2015,Primar Unterstufe,Wigoltingen VSG,männlich,Schweiz,44
2014/2015,Primar Unterstufe,Wigoltingen VSG,weiblich,Ausland,8
2014/2015,Primar Unterstufe,Wigoltingen VSG,weiblich,Schweiz,49
2014/2015,Primar Unterstufe,Wilen bei Wil PSG,männlich,Ausland,3
2014/2015,Primar Unterstufe,Wilen bei Wil PSG,männlich,Schweiz,42
2014/2015,Primar Unterstufe,Wilen bei Wil PSG,weiblich,Ausland,3
2014/2015,Primar Unterstufe,Wilen bei Wil PSG,weiblich,Schweiz,50
2014/2015,Sekundarstufe I,Aadorf VSG,männlich,Ausland,16
2014/2015,Sekundarstufe I,Aadorf VSG,männlich,Schweiz,117
2014/2015,Sekundarstufe I,Aadorf VSG,weiblich,Ausland,27
2014/2015,Sekundarstufe I,Aadorf VSG,weiblich,Schweiz,85
2014/2015,Sekundarstufe I,Affeltrangen SSG,männlich,Ausland,19
2014/2015,Sekundarstufe I,Affeltrangen SSG,männlich,Schweiz,97
2014/2015,Sekundarstufe I,Affeltrangen SSG,weiblich,Ausland,12
2014/2015,Sekundarstufe I,Affeltrangen SSG,weiblich,Schweiz,129
2014/2015,Sekundarstufe I,Altnau SSG,männlich,Ausland,25
2014/2015,Sekundarstufe I,Altnau SSG,männlich,Schweiz,108
2014/2015,Sekundarstufe I,Altnau SSG,weiblich,Ausland,22
2014/2015,Sekundarstufe I,Altnau SSG,weiblich,Schweiz,75
2014/2015,Sekundarstufe I,Amriswil VSG,männlich,Ausland,81
2014/2015,Sekundarstufe I,Amriswil VSG,männlich,Schweiz,150
2014/2015,Sekundarstufe I,Amriswil VSG,weiblich,Ausland,65
2014/2015,Sekundarstufe I,Amriswil VSG,weiblich,Schweiz,175
2014/2015,Sekundarstufe I,Arbon SSG,männlich,Ausland,90
2014/2015,Sekundarstufe I,Arbon SSG,männlich,Schweiz,245
2014/2015,Sekundarstufe I,Arbon SSG,weiblich,Ausland,89
2014/2015,Sekundarstufe I,Arbon SSG,weiblich,Schweiz,222
2014/2015,Sekundarstufe I,Berg-Birwinken VSG,männlich,Ausland,6
2014/2015,Sekundarstufe I,Berg-Birwinken VSG,männlich,Schweiz,73
2014/2015,Sekundarstufe I,Berg-Birwinken VSG,weiblich,Ausland,9
2014/2015,Sekundarstufe I,Berg-Birwinken VSG,weiblich,Schweiz,68
2014/2015,Sekundarstufe I,Bichelsee-Balterswil VSG,männlich,Ausland,3
2014/2015,Sekundarstufe I,Bichelsee-Balterswil VSG,männlich,Schweiz,37
2014/2015,Sekundarstufe I,Bichelsee-Balterswil VSG,weiblich,Ausland,6
2014/2015,Sekundarstufe I,Bichelsee-Balterswil VSG,weiblich,Schweiz,50
2014/2015,Sekundarstufe I,Bischofszell VSG,männlich,Ausland,29
2014/2015,Sekundarstufe I,Bischofszell VSG,männlich,Schweiz,159
2014/2015,Sekundarstufe I,Bischofszell VSG,weiblich,Ausland,37
2014/2015,Sekundarstufe I,Bischofszell VSG,weiblich,Schweiz,125
2014/2015,Sekundarstufe I,Bürglen VSG,männlich,Ausland,33
2014/2015,Sekundarstufe I,Bürglen VSG,männlich,Schweiz,81
2014/2015,Sekundarstufe I,Bürglen VSG,weiblich,Ausland,15
2014/2015,Sekundarstufe I,Bürglen VSG,weiblich,Schweiz,36
2014/2015,Sekundarstufe I,Diessenhofen VSG,männlich,Ausland,24
2014/2015,Sekundarstufe I,Diessenhofen VSG,männlich,Schweiz,84
2014/2015,Sekundarstufe I,Diessenhofen VSG,weiblich,Ausland,20
2014/2015,Sekundarstufe I,Diessenhofen VSG,weiblich,Schweiz,73
2014/2015,Sekundarstufe I,Dozwil-Kesswil-Uttwil SSG,männlich,Ausland,10
2014/2015,Sekundarstufe I,Dozwil-Kesswil-Uttwil SSG,männlich,Schweiz,60
2014/2015,Sekundarstufe I,Dozwil-Kesswil-Uttwil SSG,weiblich,Ausland,5
2014/2015,Sekundarstufe I,Dozwil-Kesswil-Uttwil SSG,weiblich,Schweiz,60
2014/2015,Sekundarstufe I,Egnach VSG,männlich,Ausland,10
2014/2015,Sekundarstufe I,Egnach VSG,männlich,Schweiz,67
2014/2015,Sekundarstufe I,Egnach VSG,weiblich,Ausland,4
2014/2015,Sekundarstufe I,Egnach VSG,weiblich,Schweiz,71
2014/2015,Sekundarstufe I,Erlen VSG,männlich,Ausland,24
2014/2015,Sekundarstufe I,Erlen VSG,männlich,Schweiz,75
2014/2015,Sekundarstufe I,Erlen VSG,weiblich,Ausland,17
2014/2015,Sekundarstufe I,Erlen VSG,weiblich,Schweiz,48
2014/2015,Sekundarstufe I,Ermatingen SSG,männlich,Ausland,10
2014/2015,Sekundarstufe I,Ermatingen SSG,männlich,Schweiz,21
2014/2015,Sekundarstufe I,Ermatingen SSG,weiblich,Ausland,12
2014/2015,Sekundarstufe I,Ermatingen SSG,weiblich,Schweiz,39
2014/2015,Sekundarstufe I,Eschenz SSG,männlich,Ausland,10
2014/2015,Sekundarstufe I,Eschenz SSG,männlich,Schweiz,44
2014/2015,Sekundarstufe I,Eschenz SSG,weiblich,Ausland,6
2014/2015,Sekundarstufe I,Eschenz SSG,weiblich,Schweiz,38
2014/2015,Sekundarstufe I,Eschlikon VSG,männlich,Ausland,6
2014/2015,Sekundarstufe I,Eschlikon VSG,männlich,Schweiz,68
2014/2015,Sekundarstufe I,Eschlikon VSG,weiblich,Ausland,7
2014/2015,Sekundarstufe I,Eschlikon VSG,weiblich,Schweiz,60
2014/2015,Sekundarstufe I,Fischingen VSG,männlich,Ausland,6
2014/2015,Sekundarstufe I,Fischingen VSG,männlich,Schweiz,51
2014/2015,Sekundarstufe I,Fischingen VSG,weiblich,Ausland,1
2014/2015,Sekundarstufe I,Fischingen VSG,weiblich,Schweiz,41
2014/2015,Sekundarstufe I,Frauenfeld SSG,männlich,Ausland,109
2014/2015,Sekundarstufe I,Frauenfeld SSG,männlich,Schweiz,347
2014/2015,Sekundarstufe I,Frauenfeld SSG,weiblich,Ausland,105
2014/2015,Sekundarstufe I,Frauenfeld SSG,weiblich,Schweiz,326
2014/2015,Sekundarstufe I,Halingen SSG,männlich,Ausland,12
2014/2015,Sekundarstufe I,Halingen SSG,männlich,Schweiz,71
2014/2015,Sekundarstufe I,Halingen SSG,weiblich,Ausland,11
2014/2015,Sekundarstufe I,Halingen SSG,weiblich,Schweiz,57
2014/2015,Sekundarstufe I,Horn VSG,männlich,Ausland,10
2014/2015,Sekundarstufe I,Horn VSG,männlich,Schweiz,31
2014/2015,Sekundarstufe I,Horn VSG,weiblich,Ausland,4
2014/2015,Sekundarstufe I,Horn VSG,weiblich,Schweiz,19
2014/2015,Sekundarstufe I,Hüttwilen SSG,männlich,Ausland,4
2014/2015,Sekundarstufe I,Hüttwilen SSG,männlich,Schweiz,73
2014/2015,Sekundarstufe I,Hüttwilen SSG,weiblich,Ausland,7
2014/2015,Sekundarstufe I,Hüttwilen SSG,weiblich,Schweiz,71
2014/2015,Sekundarstufe I,Kemmental VSG,männlich,Ausland,6
2014/2015,Sekundarstufe I,Kemmental VSG,männlich,Schweiz,47
2014/2015,Sekundarstufe I,Kemmental VSG,weiblich,Ausland,9
2014/2015,Sekundarstufe I,Kemmental VSG,weiblich,Schweiz,42
2014/2015,Sekundarstufe I,Kreuzlingen SSG,männlich,Ausland,132
2014/2015,Sekundarstufe I,Kreuzlingen SSG,männlich,Schweiz,117
2014/2015,Sekundarstufe I,Kreuzlingen SSG,weiblich,Ausland,122
2014/2015,Sekundarstufe I,Kreuzlingen SSG,weiblich,Schweiz,150
2014/2015,Sekundarstufe I,Kt. Appenzell A.Rh.,männlich,Schweiz,1
2014/2015,Sekundarstufe I,Kt. Graubünden,männlich,Schweiz,1
2014/2015,Sekundarstufe I,Kt. St. Gallen,männlich,Ausland,1
2014/2015,Sekundarstufe I,Kt. St. Gallen,männlich,Schweiz,15
2014/2015,Sekundarstufe I,Kt. St. Gallen,weiblich,Ausland,2
2014/2015,Sekundarstufe I,Kt. St. Gallen,weiblich,Schweiz,3
2014/2015,Sekundarstufe I,Kt. Zürich,männlich,Schweiz,2
2014/2015,Sekundarstufe I,Kt. Zürich,weiblich,Schweiz,1
2014/2015,Sekundarstufe I,Müllheim SSG,männlich,Ausland,9
2014/2015,Sekundarstufe I,Müllheim SSG,männlich,Schweiz,78
2014/2015,Sekundarstufe I,Müllheim SSG,weiblich,Ausland,8
2014/2015,Sekundarstufe I,Müllheim SSG,weiblich,Schweiz,69
2014/2015,Sekundarstufe I,Münchwilen VSG,männlich,Ausland,16
2014/2015,Sekundarstufe I,Münchwilen VSG,männlich,Schweiz,65
2014/2015,Sekundarstufe I,Münchwilen VSG,weiblich,Ausland,9
2014/2015,Sekundarstufe I,Münchwilen VSG,weiblich,Schweiz,58
2014/2015,Sekundarstufe I,Nollen VSG,männlich,Ausland,1
2014/2015,Sekundarstufe I,Nollen VSG,männlich,Schweiz,47
2014/2015,Sekundarstufe I,Nollen VSG,weiblich,Ausland,1
2014/2015,Sekundarstufe I,Nollen VSG,weiblich,Schweiz,48
2014/2015,Sekundarstufe I,Rickenbach SSG,männlich,Ausland,19
2014/2015,Sekundarstufe I,Rickenbach SSG,männlich,Schweiz,71
2014/2015,Sekundarstufe I,Rickenbach SSG,weiblich,Ausland,18
2014/2015,Sekundarstufe I,Rickenbach SSG,weiblich,Schweiz,59
2014/2015,Sekundarstufe I,Romanshorn-Salmsach SSG,männlich,Ausland,75
2014/2015,Sekundarstufe I,Romanshorn-Salmsach SSG,männlich,Schweiz,100
2014/2015,Sekundarstufe I,Romanshorn-Salmsach SSG,weiblich,Ausland,63
2014/2015,Sekundarstufe I,Romanshorn-Salmsach SSG,weiblich,Schweiz,98
2014/2015,Sekundarstufe I,Sirnach VSG,männlich,Ausland,30
2014/2015,Sekundarstufe I,Sirnach VSG,männlich,Schweiz,58
2014/2015,Sekundarstufe I,Sirnach VSG,weiblich,Ausland,25
2014/2015,Sekundarstufe I,Sirnach VSG,weiblich,Schweiz,56
2014/2015,Sekundarstufe I,Steckborn SSG,männlich,Ausland,21
2014/2015,Sekundarstufe I,Steckborn SSG,männlich,Schweiz,59
2014/2015,Sekundarstufe I,Steckborn SSG,weiblich,Ausland,13
2014/2015,Sekundarstufe I,Steckborn SSG,weiblich,Schweiz,61
2014/2015,Sekundarstufe I,Sulgen SSG,männlich,Ausland,36
2014/2015,Sekundarstufe I,Sulgen SSG,männlich,Schweiz,65
2014/2015,Sekundarstufe I,Sulgen SSG,weiblich,Ausland,29
2014/2015,Sekundarstufe I,Sulgen SSG,weiblich,Schweiz,62
2014/2015,Sekundarstufe I,Tägerwilen VSG,männlich,Ausland,14
2014/2015,Sekundarstufe I,Tägerwilen VSG,männlich,Schweiz,56
2014/2015,Sekundarstufe I,Tägerwilen VSG,weiblich,Ausland,11
2014/2015,Sekundarstufe I,Tägerwilen VSG,weiblich,Schweiz,44
2014/2015,Sekundarstufe I,Wängi VSG,männlich,Ausland,10
2014/2015,Sekundarstufe I,Wängi VSG,männlich,Schweiz,75
2014/2015,Sekundarstufe I,Wängi VSG,weiblich,Ausland,16
2014/2015,Sekundarstufe I,Wängi VSG,weiblich,Schweiz,48
2014/2015,Sekundarstufe I,Weinfelden SSG,männlich,Ausland,56
2014/2015,Sekundarstufe I,Weinfelden SSG,männlich,Schweiz,189
2014/2015,Sekundarstufe I,Weinfelden SSG,weiblich,Ausland,53
2014/2015,Sekundarstufe I,Weinfelden SSG,weiblich,Schweiz,184
2014/2015,Sekundarstufe I,Wigoltingen VSG,männlich,Ausland,9
2014/2015,Sekundarstufe I,Wigoltingen VSG,männlich,Schweiz,41
2014/2015,Sekundarstufe I,Wigoltingen VSG,weiblich,Ausland,8
2014/2015,Sekundarstufe I,Wigoltingen VSG,weiblich,Schweiz,46
2015/2016,Kindergartenstufe,Aadorf VSG,männlich,Ausland,17
2015/2016,Kindergartenstufe,Aadorf VSG,männlich,Schweiz,85
2015/2016,Kindergartenstufe,Aadorf VSG,weiblich,Ausland,7
2015/2016,Kindergartenstufe,Aadorf VSG,weiblich,Schweiz,71
2015/2016,Kindergartenstufe,Altnau PSG,männlich,Ausland,8
2015/2016,Kindergartenstufe,Altnau PSG,männlich,Schweiz,10
2015/2016,Kindergartenstufe,Altnau PSG,weiblich,Ausland,5
2015/2016,Kindergartenstufe,Altnau PSG,weiblich,Schweiz,13
2015/2016,Kindergartenstufe,Amlikon Holzhäusern PSG,männlich,Ausland,1
2015/2016,Kindergartenstufe,Amlikon Holzhäusern PSG,männlich,Schweiz,13
2015/2016,Kindergartenstufe,Amlikon Holzhäusern PSG,weiblich,Ausland,1
2015/2016,Kindergartenstufe,Amlikon Holzhäusern PSG,weiblich,Schweiz,7
2015/2016,Kindergartenstufe,Amriswil VSG,männlich,Ausland,62
2015/2016,Kindergartenstufe,Amriswil VSG,männlich,Schweiz,102
2015/2016,Kindergartenstufe,Amriswil VSG,weiblich,Ausland,48
2015/2016,Kindergartenstufe,Amriswil VSG,weiblich,Schweiz,97
2015/2016,Kindergartenstufe,Arbon PSG,männlich,Ausland,44
2015/2016,Kindergartenstufe,Arbon PSG,männlich,Schweiz,64
2015/2016,Kindergartenstufe,Arbon PSG,weiblich,Ausland,30
2015/2016,Kindergartenstufe,Arbon PSG,weiblich,Schweiz,69
2015/2016,Kindergartenstufe,Berg-Birwinken VSG,männlich,Ausland,6
2015/2016,Kindergartenstufe,Berg-Birwinken VSG,männlich,Schweiz,34
2015/2016,Kindergartenstufe,Berg-Birwinken VSG,weiblich,Ausland,13
2015/2016,Kindergartenstufe,Berg-Birwinken VSG,weiblich,Schweiz,39
2015/2016,Kindergartenstufe,Berlingen PG,männlich,Schweiz,5
2015/2016,Kindergartenstufe,Berlingen PG,weiblich,Ausland,1
2015/2016,Kindergartenstufe,Berlingen PG,weiblich,Schweiz,4
2015/2016,Kindergartenstufe,Bettwiesen PSG,männlich,Ausland,1
2015/2016,Kindergartenstufe,Bettwiesen PSG,männlich,Schweiz,10
2015/2016,Kindergartenstufe,Bettwiesen PSG,weiblich,Ausland,1
2015/2016,Kindergartenstufe,Bettwiesen PSG,weiblich,Schweiz,17
2015/2016,Kindergartenstufe,Bichelsee-Balterswil VSG,männlich,Ausland,5
2015/2016,Kindergartenstufe,Bichelsee-Balterswil VSG,männlich,Schweiz,36
2015/2016,Kindergartenstufe,Bichelsee-Balterswil VSG,weiblich,Ausland,4
2015/2016,Kindergartenstufe,Bichelsee-Balterswil VSG,weiblich,Schweiz,21
2015/2016,Kindergartenstufe,Bischofszell VSG,männlich,Ausland,22
2015/2016,Kindergartenstufe,Bischofszell VSG,männlich,Schweiz,97
2015/2016,Kindergartenstufe,Bischofszell VSG,weiblich,Ausland,22
2015/2016,Kindergartenstufe,Bischofszell VSG,weiblich,Schweiz,107
2015/2016,Kindergartenstufe,Bottighofen PSG,männlich,Ausland,5
2015/2016,Kindergartenstufe,Bottighofen PSG,männlich,Schweiz,14
2015/2016,Kindergartenstufe,Bottighofen PSG,weiblich,Ausland,5
2015/2016,Kindergartenstufe,Bottighofen PSG,weiblich,Schweiz,12
2015/2016,Kindergartenstufe,Braunau PSG,männlich,Ausland,1
2015/2016,Kindergartenstufe,Braunau PSG,männlich,Schweiz,6
2015/2016,Kindergartenstufe,Braunau PSG,weiblich,Ausland,2
2015/2016,Kindergartenstufe,Braunau PSG,weiblich,Schweiz,8
2015/2016,Kindergartenstufe,Bürglen VSG,männlich,Ausland,11
2015/2016,Kindergartenstufe,Bürglen VSG,männlich,Schweiz,27
2015/2016,Kindergartenstufe,Bürglen VSG,weiblich,Ausland,12
2015/2016,Kindergartenstufe,Bürglen VSG,weiblich,Schweiz,23
2015/2016,Kindergartenstufe,Bussnang-Rothenhausen PSG,männlich,Ausland,1
2015/2016,Kindergartenstufe,Bussnang-Rothenhausen PSG,männlich,Schweiz,9
2015/2016,Kindergartenstufe,Bussnang-Rothenhausen PSG,weiblich,Ausland,4
2015/2016,Kindergartenstufe,Bussnang-Rothenhausen PSG,weiblich,Schweiz,9
2015/2016,Kindergartenstufe,Diessenhofen VSG,männlich,Ausland,23
2015/2016,Kindergartenstufe,Diessenhofen VSG,männlich,Schweiz,62
2015/2016,Kindergartenstufe,Diessenhofen VSG,weiblich,Ausland,16
2015/2016,Kindergartenstufe,Diessenhofen VSG,weiblich,Schweiz,54
2015/2016,Kindergartenstufe,Dozwil-Kesswil PSG,männlich,Ausland,2
2015/2016,Kindergartenstufe,Dozwil-Kesswil PSG,männlich,Schweiz,14
2015/2016,Kindergartenstufe,Dozwil-Kesswil PSG,weiblich,Ausland,6
2015/2016,Kindergartenstufe,Dozwil-Kesswil PSG,weiblich,Schweiz,16
2015/2016,Kindergartenstufe,Egnach VSG,männlich,Ausland,5
2015/2016,Kindergartenstufe,Egnach VSG,männlich,Schweiz,50
2015/2016,Kindergartenstufe,Egnach VSG,weiblich,Ausland,7
2015/2016,Kindergartenstufe,Egnach VSG,weiblich,Schweiz,48
2015/2016,Kindergartenstufe,Erlen VSG,männlich,Ausland,15
2015/2016,Kindergartenstufe,Erlen VSG,männlich,Schweiz,31
2015/2016,Kindergartenstufe,Erlen VSG,weiblich,Ausland,18
2015/2016,Kindergartenstufe,Erlen VSG,weiblich,Schweiz,35
2015/2016,Kindergartenstufe,Ermatingen PSG,männlich,Ausland,11
2015/2016,Kindergartenstufe,Ermatingen PSG,männlich,Schweiz,22
2015/2016,Kindergartenstufe,Ermatingen PSG,weiblich,Ausland,2
2015/2016,Kindergartenstufe,Ermatingen PSG,weiblich,Schweiz,19
2015/2016,Kindergartenstufe,Eschenz PSG,männlich,Ausland,4
2015/2016,Kindergartenstufe,Eschenz PSG,männlich,Schweiz,16
2015/2016,Kindergartenstufe,Eschenz PSG,weiblich,Ausland,1
2015/2016,Kindergartenstufe,Eschenz PSG,weiblich,Schweiz,19
2015/2016,Kindergartenstufe,Eschlikon VSG,männlich,Ausland,7
2015/2016,Kindergartenstufe,Eschlikon VSG,männlich,Schweiz,35
2015/2016,Kindergartenstufe,Eschlikon VSG,weiblich,Ausland,3
2015/2016,Kindergartenstufe,Eschlikon VSG,weiblich,Schweiz,37
2015/2016,Kindergartenstufe,Felben-Wellhausen PSG,männlich,Ausland,4
2015/2016,Kindergartenstufe,Felben-Wellhausen PSG,männlich,Schweiz,19
2015/2016,Kindergartenstufe,Felben-Wellhausen PSG,weiblich,Ausland,5
2015/2016,Kindergartenstufe,Felben-Wellhausen PSG,weiblich,Schweiz,19
2015/2016,Kindergartenstufe,Fischingen VSG,männlich,Schweiz,19
2015/2016,Kindergartenstufe,Fischingen VSG,weiblich,Schweiz,24
2015/2016,Kindergartenstufe,Frasnacht PSG,männlich,Ausland,1
2015/2016,Kindergartenstufe,Frasnacht PSG,männlich,Schweiz,17
2015/2016,Kindergartenstufe,Frasnacht PSG,weiblich,Ausland,3
2015/2016,Kindergartenstufe,Frasnacht PSG,weiblich,Schweiz,10
2015/2016,Kindergartenstufe,Frauenfeld PSG,männlich,Ausland,65
2015/2016,Kindergartenstufe,Frauenfeld PSG,männlich,Schweiz,175
2015/2016,Kindergartenstufe,Frauenfeld PSG,weiblich,Ausland,68
2015/2016,Kindergartenstufe,Frauenfeld PSG,weiblich,Schweiz,176
2015/2016,Kindergartenstufe,Freidorf-Watt PSG,männlich,Ausland,1
2015/2016,Kindergartenstufe,Freidorf-Watt PSG,männlich,Schweiz,17
2015/2016,Kindergartenstufe,Freidorf-Watt PSG,weiblich,Ausland,1
2015/2016,Kindergartenstufe,Freidorf-Watt PSG,weiblich,Schweiz,10
2015/2016,Kindergartenstufe,Gachnang PSG,männlich,Ausland,2
2015/2016,Kindergartenstufe,Gachnang PSG,männlich,Schweiz,44
2015/2016,Kindergartenstufe,Gachnang PSG,weiblich,Ausland,9
2015/2016,Kindergartenstufe,Gachnang PSG,weiblich,Schweiz,40
2015/2016,Kindergartenstufe,Götighofen PSG,männlich,Ausland,1
2015/2016,Kindergartenstufe,Götighofen PSG,männlich,Schweiz,9
2015/2016,Kindergartenstufe,Götighofen PSG,weiblich,Ausland,1
2015/2016,Kindergartenstufe,Götighofen PSG,weiblich,Schweiz,3
2015/2016,Kindergartenstufe,Güttingen PSG,männlich,Ausland,3
2015/2016,Kindergartenstufe,Güttingen PSG,männlich,Schweiz,15
2015/2016,Kindergartenstufe,Güttingen PSG,weiblich,Ausland,3
2015/2016,Kindergartenstufe,Güttingen PSG,weiblich,Schweiz,16
2015/2016,Kindergartenstufe,Herdern-Dettighofen PSG,männlich,Ausland,1
2015/2016,Kindergartenstufe,Herdern-Dettighofen PSG,männlich,Schweiz,18
2015/2016,Kindergartenstufe,Herdern-Dettighofen PSG,weiblich,Ausland,1
2015/2016,Kindergartenstufe,Herdern-Dettighofen PSG,weiblich,Schweiz,8
2015/2016,Kindergartenstufe,Homburg PSG,männlich,Schweiz,16
2015/2016,Kindergartenstufe,Homburg PSG,weiblich,Ausland,2
2015/2016,Kindergartenstufe,Homburg PSG,weiblich,Schweiz,22
2015/2016,Kindergartenstufe,Horn VSG,männlich,Ausland,1
2015/2016,Kindergartenstufe,Horn VSG,männlich,Schweiz,9
2015/2016,Kindergartenstufe,Horn VSG,weiblich,Ausland,7
2015/2016,Kindergartenstufe,Horn VSG,weiblich,Schweiz,19
2015/2016,Kindergartenstufe,Hüttlingen PSG,männlich,Schweiz,14
2015/2016,Kindergartenstufe,Hüttlingen PSG,weiblich,Ausland,2
2015/2016,Kindergartenstufe,Hüttlingen PSG,weiblich,Schweiz,4
2015/2016,Kindergartenstufe,Hüttwilen PSG,männlich,Schweiz,12
2015/2016,Kindergartenstufe,Hüttwilen PSG,weiblich,Ausland,1
2015/2016,Kindergartenstufe,Hüttwilen PSG,weiblich,Schweiz,12
2015/2016,Kindergartenstufe,Kemmental VSG,männlich,Ausland,6
2015/2016,Kindergartenstufe,Kemmental VSG,männlich,Schweiz,32
2015/2016,Kindergartenstufe,Kemmental VSG,weiblich,Ausland,4
2015/2016,Kindergartenstufe,Kemmental VSG,weiblich,Schweiz,23
2015/2016,Kindergartenstufe,Kreuzlingen PSG,männlich,Ausland,118
2015/2016,Kindergartenstufe,Kreuzlingen PSG,männlich,Schweiz,66
2015/2016,Kindergartenstufe,Kreuzlingen PSG,weiblich,Ausland,97
2015/2016,Kindergartenstufe,Kreuzlingen PSG,weiblich,Schweiz,72
2015/2016,Kindergartenstufe,Langrickenbach PSG,männlich,Schweiz,13
2015/2016,Kindergartenstufe,Langrickenbach PSG,weiblich,Ausland,1
2015/2016,Kindergartenstufe,Langrickenbach PSG,weiblich,Schweiz,11
2015/2016,Kindergartenstufe,Lauchetal PSG,männlich,Ausland,2
2015/2016,Kindergartenstufe,Lauchetal PSG,männlich,Schweiz,20
2015/2016,Kindergartenstufe,Lauchetal PSG,weiblich,Ausland,3
2015/2016,Kindergartenstufe,Lauchetal PSG,weiblich,Schweiz,16
2015/2016,Kindergartenstufe,Lommis PSG,männlich,Ausland,3
2015/2016,Kindergartenstufe,Lommis PSG,männlich,Schweiz,10
2015/2016,Kindergartenstufe,Lommis PSG,weiblich,Ausland,2
2015/2016,Kindergartenstufe,Lommis PSG,weiblich,Schweiz,11
2015/2016,Kindergartenstufe,Mammern PG,männlich,Ausland,2
2015/2016,Kindergartenstufe,Mammern PG,männlich,Schweiz,2
2015/2016,Kindergartenstufe,Mammern PG,weiblich,Ausland,1
2015/2016,Kindergartenstufe,Mammern PG,weiblich,Schweiz,5
2015/2016,Kindergartenstufe,Märstetten PSG,männlich,Ausland,3
2015/2016,Kindergartenstufe,Märstetten PSG,männlich,Schweiz,31
2015/2016,Kindergartenstufe,Märstetten PSG,weiblich,Ausland,4
2015/2016,Kindergartenstufe,Märstetten PSG,weiblich,Schweiz,23
2015/2016,Kindergartenstufe,Matzingen PSG,männlich,Ausland,12
2015/2016,Kindergartenstufe,Matzingen PSG,männlich,Schweiz,20
2015/2016,Kindergartenstufe,Matzingen PSG,weiblich,Ausland,10
2015/2016,Kindergartenstufe,Matzingen PSG,weiblich,Schweiz,17
2015/2016,Kindergartenstufe,Müllheim PSG,männlich,Ausland,6
2015/2016,Kindergartenstufe,Müllheim PSG,männlich,Schweiz,24
2015/2016,Kindergartenstufe,Müllheim PSG,weiblich,Ausland,3
2015/2016,Kindergartenstufe,Müllheim PSG,weiblich,Schweiz,28
2015/2016,Kindergartenstufe,Münchwilen VSG,männlich,Ausland,12
2015/2016,Kindergartenstufe,Münchwilen VSG,männlich,Schweiz,48
2015/2016,Kindergartenstufe,Münchwilen VSG,weiblich,Ausland,12
2015/2016,Kindergartenstufe,Münchwilen VSG,weiblich,Schweiz,47
2015/2016,Kindergartenstufe,Münsterlingen PSG,männlich,Ausland,13
